ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR Taxon name,Competitor,Ruderal,Stress Tolerant,BRC V PLNATT,match comment
304,0920_344,0920   344,,,,,Carex arenaria,,Carex arenaria,,,vascular,spp,spp,rush,4.326509009,14.65237613,1063.000895,7,3,8,3,5,2,1,,Poal,Cype,Carex arenaria,1.7,0.6,1.7,match,
307,0920_349,0920   349,0920_349,902 349,Vas_349,,Carex bigelowii,Carex bigelowii,Carex bigelowii,,,vascular,spp,spp,,1.777792793,12.10738739,1800.123108,1,6,7,5,2,2,0,,Poal,Cype,Carex bigelowii,NA,NA,NA,match,
308,0920_350,0920   350,0920_350,902 350,Vas_350,,Carex binervis,Carex binervis,Carex binervis,care biner,,vascular,spp,spp,,3.336725146,13.95759064,1242.527813,7,1,7,6,3,2,0,,Poal,Cype,Carex binervis,0,0,4,match,
309,0920_353,0920   353,0920_353,902 353,Vas_353,,Carex capillaris,Carex capillaris,Carex capillaris,,,vascular,spp,spp,,1.235166667,11.905,1635.71125,2,6,9,6,8,2,0,,Poal,Cype,Carex capillaris,NA,NA,NA,match,
310,0920_355,0920   355,0920_355,902 355,Vas_355,,Carex caryophyllea,Carex caryophyllea,Carex caryophyllea,care caryo,,vascular,spp,spp,,3.433661179,14.65412912,1078.656996,7,4,7,4,7,2,0,,Poal,Cype,Carex caryophyllea,0,0,4,match,
311,0920_359,0920   359,0920_359,902 359,Vas_359,,Carex curta,Carex curta,Carex curta,,,vascular,spp,spp,,2.693349894,13.62302342,1303.208889,4,6,8,9,3,2,0,,Poal,Cype,Carex curta,0.675,0.675,2.65,match,
315,0920_365,0920   365,0920_365,902 365,Vas_365,,Carex dioica,Carex dioica,Carex dioica,,,vascular,spp,spp,,2.743609831,13.21990015,1403.973871,2,6,8,9,6,2,0,,Poal,Cype,Carex dioica,0,0,4,match,
316,0920_366,0920   366,,,,,Carex distans,,Carex distans,,,vascular,spp,spp,rush,4.272124756,15.02202729,1038.773136,8,3,8,6,7,5,3,,Poal,Cype,Carex distans,0.675,0.675,2.65,match,
317,0920_367,0920   367,0920_367,902 367,Vas_367,,Carex disticha,Carex disticha,Carex disticha,,,vascular,spp,spp,,3.625880632,15.04373318,910.2825044,7,4,7,8,6,4,0,,Poal,Cype,Carex disticha,2.65,0.675,0.675,match,
2670,0920_368,0920   368,,,,,Carex divisa,,Carex divisa,,,vascular,spp,spp,,4.366886228,16.35898204,726.8256287,9,2,8,7,7,6,3,,Poal,Cype,Carex divisa,NA,NA,NA,match,
319,0920_370,0920   370,0920_370,902 370,Vas_370,,Carex echinata,Carex echinata,Carex echinata,care echin,,vascular,spp,spp,,3.399933913,14.07770783,1207.383104,5,3,8,8,3,2,0,,Poal,Cype,Carex echinata,0.675,0.675,2.65,match,
320,0920_371,0920   371,,,,,Carex elata,,Carex elata,,,vascular,spp,spp,rush,3.818111753,15.19069364,903.2512861,7,5,7,10,7,5,0,,Poal,Cype,Carex elata,2,0,2,match,
322,0920_374,0920   374,0920_374,902 374,Vas_374,,Carex extensa,Carex extensa,Carex extensa,,,vascular,spp,spp,,4.463691589,14.49266355,1228.246998,8,3,8,7,7,5,4,,Poal,Cype,Carex extensa,NA,NA,NA,match,
2672,0920_375,0920   375,0920_375,902 375,Vas_375,,Carex filiformis,Carex filiformis,Carex filiformis,,,vascular,spp,spp,,3.547692308,16.30846154,708.0230769,7,4,7,7,8,5,0,,Poal,Cype,Carex filiformis,NA,NA,NA,match,
323,0920_376,0920   376,0920_376,902 376,Vas_376,,Carex flacca,Carex flacca,Carex flacca,care flacc,,vascular,spp,spp,,3.544924347,14.45661073,1103.606643,8,3,7,5,6,2,0,,Poal,Cype,Carex flacca,0,0,4,match,
324,0920_381,0920   381,0920_381,902 381,Vas_381,,Carex hirta,Carex hirta,Carex hirta,,,vascular,spp,spp,,3.654536855,15.02133622,962.8706967,7,3,7,7,7,6,0,,Poal,Cype,Carex hirta,2.65,0.675,0.675,match,
325,0920_382,0920   382,0920_382,902 382,Vas_382,,Carex hostiana,Carex hostiana,Carex hostiana,,,vascular,spp,spp,,3.167184369,13.80230962,1290.007737,7,3,8,9,6,2,0,,Poal,Cype,Carex hostiana,0.675,0.675,2.65,match,
2817,0920_383,0920   383,,,,,Carex humilis,,Carex humilis,,,vascular,spp,spp,,3.885666667,16.12766667,845.06675,7,5,8,3,8,2,0,,Poal,Cype,Carex humilis,NA,NA,NA,match,
327,0920_385,0920   385,0920_385,902 385,Vas_385,,Carex laevigata,Carex laevigata,Carex laevigata,,,vascular,spp,spp,,3.615722983,14.42601979,1239.651273,7,1,5,8,5,4,0,,Poal,Cype,Carex laevigata,1.7,0.6,1.7,match,
328,0920_386,0920   386,,,,,Carex lasiocarpa,,Carex lasiocarpa,,,vascular,spp,spp,rush,3.102,13.61539683,1382.952452,4,6,8,10,6,3,0,,Poal,Cype,Carex lasiocarpa,NA,NA,NA,match,
330,0920_388,0920   388,0920_388,902 388,Vas_388,,Carex limosa,Carex limosa,Carex limosa,,,vascular,spp,spp,,3.279404187,13.43681159,1431.115374,4,6,8,10,4,1,0,,Poal,Cype,Carex limosa,NA,NA,NA,match,
332,0920_398,0920   398,0920_398,902 398,Vas_398,,Carex muricata,Carex muricata,Carex muricata,,,vascular,spp,spp,,3.807492386,15.36088325,938.9928579,8,4,7,4,6,4,0,,Poal,Cype,Carex muricata,0.675,0.675,2.65,match,
333,0920_393,0920   393,0920_393,902 393,Vas_393,,Carex nigra,Carex nigra,Carex nigra,care nigra,,vascular,spp,spp,,3.476497241,14.3380366,1130.731466,5,4,7,8,4,2,0,,Poal,Cype,Carex nigra,1,0,3,match,
336,0920_396,0920   396,0920_396,902 396,Vas_396,,Carex otrubae,Carex otrubae,Carex otrubae,,,vascular,spp,spp,,3.962103194,15.26096806,938.6942948,8,4,6,8,7,7,2,,Poal,Cype,Carex otrubae,2.65,0.675,0.675,match,
337,0920_397,0920   397,0920_397,902 397,Vas_397,,Carex ovalis,Carex ovalis,Carex ovalis,,,vascular,spp,spp,,3.43219204,14.3478585,1137.625693,5,4,7,7,5,4,0,,Poal,Cype,Carex ovalis,1.333333333,1.333333333,1.333333333,match,
338,0920_399,0920   399,,,,,Carex pallescens,,Carex pallescens,,,vascular,spp,spp,rush,2.997123596,14.21941573,1235.763868,5,4,6,6,5,4,0,,Poal,Cype,Carex pallescens,0.675,0.675,2.65,match,
339,0920_400,0920   400,0920_400,902 400,Vas_400,,Carex panicea,Carex panicea,Carex panicea,care panicea,,vascular,spp,spp,,3.485394313,14.32519203,1138.5092,5,3,8,8,4,2,0,,Poal,Cype,Carex panicea,0.675,0.675,2.65,match,
340,0920_401,0920   401,0920_401,902 401,Vas_401,,Carex paniculata,Carex paniculata,Carex paniculata,,,vascular,spp,spp,,3.736800396,14.86289252,1036.094309,7,3,6,9,6,6,0,,Poal,Cype,Carex paniculata,3,0,1,match,
343,0920_404,0920   404,0920_404,902 404,Vas_404,,Carex pendula,Carex pendula,Carex pendula,care pendu,,vascular,spp,spp,,3.865682743,15.3404416,928.4693202,8,3,5,8,7,6,0,,Poal,Cype,Carex pendula,3,0,1,match,
344,0920_405,0920   405,0920_405,902 405,Vas_405,,Carex pilulifera,Carex pilulifera,Carex pilulifera,care pilul,,vascular,spp,spp,,3.277048924,14.13103718,1197.043617,7,3,7,5,3,2,0,,Poal,Cype,Carex pilulifera,0,0,4,match,
346,0920_407,0920   407,,,,,Carex pseudocyperus,,Carex pseudocyperus,,,vascular,spp,spp,rush,3.812560322,15.96349866,753.7418465,7,4,7,9,6,6,0,,Poal,Cype,Carex pseudocyperus,2.65,0.675,0.675,match,
347,0920_408,0920   408,0920_408,902 408,Vas_408,,Carex pulicaris,Carex pulicaris,Carex pulicaris,care pulic,,vascular,spp,spp,,3.325950872,13.94775357,1239.075894,7,2,8,7,5,2,0,,Poal,Cype,Carex pulicaris,0,0,4,match,
350,0920_412,0920   412,0920_412,902 412,Vas_412,,Carex remota,Carex remota,Carex remota,,,vascular,spp,spp,,3.664859265,14.84345192,1062.681881,7,3,4,8,6,6,0,,Poal,Cype,Carex remota,1.333333333,1.333333333,1.333333333,match,
351,0920_413,0920   413,0920_413,902 413,Vas_413,,Carex riparia,Carex riparia,Carex riparia,,,vascular,spp,spp,,3.854677539,15.65352854,814.3639993,7,4,7,9,7,7,0,,Poal,Cype,Carex riparia,3,0,1,match,
352,0920_414,0920   414,0920_414,902 414,Vas_414,,Carex rostrata,Carex rostrata,Carex rostrata,,,vascular,spp,spp,,3.292599849,14.04920874,1193.364232,5,6,8,10,4,2,0,,Poal,Cype,Carex rostrata,2,0,2,match,
356,0920_357,0920   357,0920_357,902 357,Vas_357,,Carex spicata,Carex spicata,Carex spicata,,,vascular,spp,spp,,3.628587156,15.71351376,822.7909679,7,3,7,6,6,4,0,,Poal,Cype,Carex spicata,1.333333333,1.333333333,1.333333333,match,
359,0920_421,0920   421,0920_421,902 421,Vas_421,,Carex sylvatica,Carex sylvatica,Carex sylvatica,care sylva,,vascular,spp,spp,,3.596536469,14.83587884,1050.028969,7,5,4,5,6,5,0,,Poal,Cype,Carex sylvatica,0.675,0.675,2.65,match,
361,0920_424,0920   424,,,,,Carex vesicaria,,Carex vesicaria,,,vascular,spp,spp,rush,3.281520979,14.62909091,1072.353566,5,6,8,10,5,4,0,,Poal,Cype,Carex vesicaria,1.7,0.6,1.7,match,
329,0920_387,0920   387,0920_387,902 387,Vas_387,,Carex lepidocarpa,Carex viridula subsp. brachyrrhyncha,Carex viridula subsp.brachyrrhyncha,care lepid,,vascular,subsp,subsp,,3.11036829,13.86933208,1200.085646,7,3,8,9,8,2,1,,Poal,Cype,Carex viridula subsp.brachyrrhyncha,0.675,0.675,2.65,match,
2673,0920_387,0920   387,0920_387.2,902 387.2,Vas_387.2,,Carex viridula ssp scottica,Carex viridula subsp. brachyrrhyncha var. scotica,Carex viridula subsp.brachyrrhyncha,,,vascular,subsp,subsp,,3.11036829,13.86933208,1200.085646,7,3,8,9,8,2,1,,Poal,Cype,Carex viridula subsp.brachyrrhyncha,0.675,0.675,2.65,resolved,
312,0920_361,0920   361,0920_361,902 361,Vas_361,,Carex demissa,Carex viridula subsp. oedocarpa,Carex viridula subsp.oedocarpa,,,vascular,subsp,subsp,,3.439898374,14.15800474,1194.288313,5,2,8,8,4,2,0,,Poal,Cype,Carex viridula subsp.oedocarpa,0.675,0.675,2.65,match,
362,0920_427,0920   427,0920_427,902 427,Vas_427,,Carlina vulgaris,Carlina vulgaris,Carlina vulgaris,carl vulga,,vascular,spp,spp,,3.887149091,15.29153455,946.5579927,7,4,8,4,7,2,0,,Aste,Aste,Carlina vulgaris,0,2,2,match,
2677,0920_428,0920   428,0920_428,902 428,Vas_428,,Carpinus betulus (g),Carpinus betulus,Carpinus betulus,,(g),vascular,spp,spp,,3.553156533,15.38366753,894.5293807,7,3,4,5,5,6,0,,Faga,Betu,Carpinus betulus,2,0,2,match,
2818,0920_432,0920   432,0920_432,902 432,Vas_432,,Castanea sativa (g),Castanea sativa,Castanea sativa,,(g),vascular,spp,spp,,3.610428882,15.20015744,949.6202565,,,5,5,5,5,0,,Faga,Faga,Castanea sativa,2,0,2,match,
368,0920_434,0920   434,,,,,Desmazeria marina,,Catapodium marinum,,,vascular,spp,spp,grass,4.752718601,15.08772655,1027.066741,9,1,9,5,7,3,3,,Poal,Poac,Catapodium marinum,NA,NA,NA,match,
369,0920_435,0920   435,0920_435,902 435,Vas_435,,Desmazeria rigida,Catapodium rigidum,Catapodium rigidum,,,vascular,spp,spp,,4.076830409,15.46854971,877.9200263,9,2,8,3,7,2,0,,Poal,Poac,Catapodium rigidum,0,2,2,match,
370,0920_440,0920   440,0920_440,902 440,Vas_440,,Centaurea cyanus,Centaurea cyanus,Centaurea cyanus,,,vascular,spp,spp,,3.751165254,15.44961864,836.2367797,7,3,7,5,6,5,0,,Aste,Aste,Centaurea cyanus,NA,NA,NA,match,
371,0920_444,0920   444,0920_444,902 444,Vas_444,,Centaurea nigra,Centaurea nigra,Centaurea nigra,,,vascular,spp,spp,,3.576513685,14.54308267,1093.328464,7,2,7,5,6,5,0,,Aste,Aste,Centaurea nigra,1.333333333,1.333333333,1.333333333,match,
372,0920_446,0920   446,0920_446,902 446,Vas_446,,Centaurea scabiosa,Centaurea scabiosa,Centaurea scabiosa,cent scabi,,vascular,spp,spp,,3.816988218,15.61573638,832.4956591,7,4,8,3,8,3,0,,Aste,Aste,Centaurea scabiosa,1.7,0.6,1.7,match,
373,0920_5486,0920  5486,0920_5486,902 5486,Vas_5486,,Centaurium erythraea,Centaurium erythraea,Centaurium erythraea,centauri eryth,,vascular,spp,spp,,4.006253487,15.13062176,980.4451315,8,3,8,5,6,3,0,,Gent,Gent,Centaurium erythraea,0,2,2,match,
374,0920_450,0920   450,,,,,Centaurium littorale,,Centaurium littorale,,,vascular,spp,spp,forb,3.814690265,14.33955752,1062.715885,7,3,9,7,8,3,1,,Gent,Gent,Centaurium littorale,NA,NA,NA,match,
380,0920_461,0920   461,0920_461,902 461,Vas_461,,Cerastium arvense,Cerastium arvense,Cerastium arvense,,,vascular,spp,spp,,3.344947245,15.25767878,773.3579982,5,6,8,4,5,3,0,,Cary,Cary,Cerastium arvense,0.6,1.7,1.7,match,
381,0920_462,0920   462,0920_462,902 462,Vas_462,,Cerastium diffusum,Cerastium diffusum,Cerastium diffusum,,,vascular,spp,spp,,4.020992148,14.5626838,1062.069309,7,3,9,4,6,3,1,,Cary,Cary,Cerastium diffusum,0,2,2,match,
384,0920_467,0920   467,0920_467,902 467,Vas_467,,Cerastium fontanum,Cerastium fontanum,Cerastium fontanum,ceras fonta,,vascular,spp,spp,,3.547823075,14.44755396,1106.318211,5,4,7,5,5,4,0,,Cary,Cary,Cerastium fontanum,0.675,2.65,0.675,match,
385,0920_469,0920   469,0920_469,902 469,Vas_469,,Cerastium semidecandrum,Cerastium semidecandrum,Cerastium semidecandrum,,,vascular,spp,spp,,3.706052409,15.29158073,845.626306,7,3,8,3,6,3,0,,Cary,Cary,Cerastium semidecandrum,0,2,2,match,
439,0920_555,0920   555,0920_555,902 555,Vas_555,,Ceratocapnos claviculata,Ceratocapnos claviculata,Ceratocapnos claviculata,,,vascular,spp,spp,,3.292545932,14.64946632,1110.551732,7,1,5,5,4,5,0,,Ranu,Fuma,Ceratocapnos claviculata,0,3,1,match,
390,0920_476,0920   476,0920_476,902 476,Vas_476,,Chaerophyllum temulum,Chaerophyllum temulum,Chaerophyllum temulum,,,vascular,spp,spp,,3.567442641,15.35511472,889.8630512,7,3,6,5,7,7,0,,Apia,Apia,Chaerophyllum temulum,2,2,0,match,
3051,0920_119,0920   119,,,,,Chamaemelum nobile,,Chamaemelum nobile,,,vascular,spp,spp,,4.625501166,15.67321678,990.1254895,8,2,8,7,5,5,0,,Aste,Aste,Chamaemelum nobile,NA,NA,NA,match,
391,0920_477,0920   477,0920_477,902 477,Vas_477,,Chamerion angustifolium,Chamerion angustifolium,Chamerion angustifolium,chame angus,,vascular,spp,spp,,3.420845114,14.53206822,1074.763278,5,6,6,5,6,5,0,,Myrt,Onag,Chamerion angustifolium,4,0,0,match,
395,0920_482,0920   482,0920_482,902 482,Vas_482,,Chenopodium album,Chenopodium album,Chenopodium album,,,vascular,spp,spp,,3.668414986,14.78277297,1017.590243,6,5,7,5,7,7,1,,Cary,Amar,Chenopodium album,2,2,0,match,
408,0920_506,0920   506,0920_506,902 506,Vas_506,,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,,,vascular,spp,spp,,3.383870149,14.30546609,1168.195887,7,2,5,9,5,5,0,,Saxi,Saxi,Chrysosplenium oppositifolium,1.7,1.7,0.6,match,
414,0920_513,0920   513,0920_513,902 513,Vas_513,,Circaea lutetiana,Circaea lutetiana,Circaea lutetiana,circ lutet,,vascular,spp,spp,,3.693095323,14.88644056,1040.554348,7,3,4,6,7,6,0,,Myrt,Onag,Circaea lutetiana,2,2,0,match,
2687,0920_514,0920   514,0920_514,902 514,Vas_514,,Cirsium acaule,Cirsium acaule,Cirsium acaule,cirs acaul,,vascular,spp,spp,,3.706857923,16.11293716,742.0363115,7,3,9,4,8,3,0,,Aste,Aste,Cirsium acaule,1.7,0.6,1.7,match,
415,0920_515,0920   515,0920_515,902 515,Vas_515,,Cirsium arvense,Cirsium arvense,Cirsium arvense,cirs arven,,vascular,spp,spp,,3.568484931,14.49190334,1091.821802,7,5,8,6,7,6,0,,Aste,Aste,Cirsium arvense,4,0,0,match,
2714,0920_516,0920   516,0920_516,902 516,Vas_516,,Cirsium dissectum,Cirsium dissectum,Cirsium dissectum,,,vascular,spp,spp,,4.0078663,14.99638278,1042.725199,7,1,8,8,4,2,0,,Aste,Aste,Cirsium dissectum,1.7,0.6,1.7,match,
417,0920_518,0920   518,0920_518,902 518,Vas_518,,Cirsium helenioides,Cirsium heterophyllum,Cirsium heterophyllum,,,vascular,spp,spp,,2.032020997,12.93026247,1475.542894,4,4,7,6,6,5,0,,Aste,Aste,Cirsium heterophyllum,1.7,0.6,1.7,match,
418,0920_520,0920   520,0920_520,902 520,Vas_520,,Cirsium palustre,Cirsium palustre,Cirsium palustre,cirs palus,,vascular,spp,spp,,3.524523744,14.452056,1105.101322,5,4,7,8,5,4,0,,Aste,Aste,Cirsium palustre,1.7,1.7,0.6,match,
419,0920_522,0920   522,0920_522,902 522,Vas_522,,Cirsium vulgare,Cirsium vulgare,Cirsium vulgare,cirs vulga,,vascular,spp,spp,,3.548723575,14.45728927,1103.14492,7,4,7,5,6,6,0,,Aste,Aste,Cirsium vulgare,2,2,0,match,
420,0920_523,0920   523,,,,,Cladium mariscus,,Cladium mariscus,,,vascular,spp,spp,sedge,4.138343558,14.74642127,1085.248129,8,4,8,10,8,4,0,,Poal,Cype,Cladium mariscus,2,0,2,match,
421,0920_528,0920   528,0920_528,902 528,Vas_528,,Clematis vitalba,Clematis vitalba,Clematis vitalba,clem vital,,vascular,spp,spp,,3.964747368,16.04858947,814.5344132,7,3,6,4,8,5,0,,Ranu,Ranu,Clematis vitalba,2,0,2,match,
106,0920_12,0920    12,,,,,Acinos arvensis,,Clinopodium acinos,,,vascular,spp,spp,grass,3.644681239,15.82191257,778.002459,7,3,8,2,8,1,0,,Lami,Lami,Clinopodium acinos,0.6,1.7,1.7,resolved,used NBN preferred
272,0920_296,0920   296,0920_296,902 296,Vas_296,,Calamintha sylvatica ascendens,Clinopodium ascendens,Clinopodium ascendens,,,vascular,spp,spp,,4.187858136,15.87771905,854.2938421,7,3,7,5,7,6,0,,Lami,Lami,Clinopodium ascendens,NA,NA,NA,match,
422,0920_530,0920   530,0920_530,902 530,Vas_530,,Clinopodium vulgare,Clinopodium vulgare,Clinopodium vulgare,clin vulga,,vascular,spp,spp,,3.472471483,15.41488973,880.271943,7,6,7,4,7,4,0,,Lami,Lami,Clinopodium vulgare,1.7,0.6,1.7,match,
424,0920_532,0920   532,,,,,Cochlearia anglica,,Cochlearia anglica,,,vascular,spp,spp,forb,4.514128205,15.57246154,917.3206923,7,1,8,8,7,6,6,,Bras,Bras,Cochlearia anglica,NA,NA,NA,match,
428,0920_537,0920   537,0920_537,902 537,Vas_537,,Coeloglossum viride,Coeloglossum viride,Coeloglossum viride,,,vascular,spp,spp,,3.197546848,14.0883816,1147.538343,4,6,7,4,6,2,0,,Aspa,Orch,Coeloglossum viride,0,2,2,match,
430,0920_540,0920   540,,,,,Conium maculatum,,Conium maculatum,,,vascular,spp,spp,forb,3.857056799,15.17595525,915.2435757,8,4,8,5,7,8,0,,Apia,Apia,Conium maculatum,3,1,0,match,
431,0920_541,0920   541,0920_541,902 541,Vas_541,,Conopodium majus,Conopodium majus,Conopodium majus,,,vascular,spp,spp,,3.456895075,14.50531661,1102.057238,7,1,6,5,5,5,0,,Apia,Apia,Conopodium majus,0,2,2,match,
432,0920_543,0920   543,0920_543,902 543,Vas_543,,Convallaria majalis,Convallaria majalis,Convallaria majalis,,,vascular,spp,spp,,3.258223235,15.48724374,830.5568679,5,3,5,5,6,5,0,,Aspa,Rusc,Convallaria majalis,NA,NA,NA,match,
433,0920_544,0920   544,0920_544,902 544,Vas_544,,Convolvulus arvensis,Convolvulus arvensis,Convolvulus arvensis,convo arven,,vascular,spp,spp,,3.836734155,15.24115317,928.514693,8,4,7,4,8,6,0,,Sola,Conv,Convolvulus arvensis,2,2,0,match,
434,0920_735,0920   735,,,,,Conyza canadensis,,Conyza canadensis,,,vascular,spp,spp,forb,3.790065666,15.97369606,765.6852932,,,7,4,7,6,0,,Aste,Aste,Conyza canadensis,1,3,0,match,
2983,0920_548,0920   548,0920_548,902 548,Vas_548,,Cornus sanguinea (g),Cornus sanguinea,Cornus sanguinea,cornu sangu (g),(g),vascular,spp,spp,,3.668504065,15.79084553,810.0502622,7,3,7,5,7,6,0,,Corn,Corn,Cornus sanguinea,2,0,2,match,
1325,0920_548,0920   548,0920_548,902 548,Vas_548,,Cornus sanguinea (s),Cornus sanguinea,Cornus sanguinea,cornu sangu (s),(s),vascular,spp,spp,,3.668504065,15.79084553,810.0502622,7,3,7,5,7,6,0,,Corn,Corn,Cornus sanguinea,2,0,2,match,
2757,0920_557,0920   557,0920_557,902 557,Vas_557,,Corylus avellana (c),Corylus avellana,Corylus avellana,,(c),vascular,spp,spp,,3.517758827,14.5740006,1094.454904,7,3,4,5,6,6,0,,Faga,Betu,Corylus avellana,2,0,2,match,
2610,0920_557,0920   557,0920_557,902 557,Vas_557,,Corylus avellana (g),Corylus avellana,Corylus avellana,,(g),vascular,spp,spp,,3.517758827,14.5740006,1094.454904,7,3,4,5,6,6,0,,Faga,Betu,Corylus avellana,2,0,2,match,
441,0920_557,0920   557,0920_557,902 557,Vas_557,,Corylus avellana (s),Corylus avellana,Corylus avellana,coryl avell (s),(s),vascular,spp,spp,,3.517758827,14.5740006,1094.454904,7,3,4,5,6,6,0,,Faga,Betu,Corylus avellana,2,0,2,match,
2690,0920_570,0920   570,0920_570,902 570,Vas_570,,Crataegus laevigata,Crataegus laevigata,Crataegus laevigata,,,vascular,spp,spp,,3.531538462,16.18175585,673.6419356,7,3,5,5,7,5,0,,Rosa,Rosa,Crataegus laevigata,NA,NA,NA,match,
2750,0920_569,0920   569,0920_569,902 569,Vas_569,,Crataegus monogyna (c),Crataegus monogyna,Crataegus monogyna,,(c),vascular,spp,spp,,3.607788769,14.65204539,1073.06348,7,3,6,5,7,6,0,,Rosa,Rosa,Crataegus monogyna,2,0,2,match,
2611,0920_569,0920   569,0920_569,902 569,Vas_569,,Crataegus monogyna (g),Crataegus monogyna,Crataegus monogyna,crata monog (g),(g),vascular,spp,spp,,3.607788769,14.65204539,1073.06348,7,3,6,5,7,6,0,,Rosa,Rosa,Crataegus monogyna,2,0,2,match,
445,0920_569,0920   569,0920_569,902 569,Vas_569,,Crataegus monogyna (s),Crataegus monogyna,Crataegus monogyna,crata monog (s),(s),vascular,spp,spp,,3.607788769,14.65204539,1073.06348,7,3,6,5,7,6,0,,Rosa,Rosa,Crataegus monogyna,2,0,2,match,
446,0920_571,0920   571,,,,,Crepis biennis,,Crepis biennis,,,vascular,spp,spp,forb,3.661631944,16.330625,710.7663542,7,3,8,5,7,6,0,,Aste,Aste,Crepis biennis,0.675,2.65,0.675,match,
447,0920_572,0920   572,0920_572,902 572,Vas_572,,Crepis capillaris,Crepis capillaris,Crepis capillaris,crep capil,,vascular,spp,spp,,3.618734288,14.62294943,1073.873436,7,3,7,4,7,4,0,,Aste,Aste,Crepis capillaris,0,3,1,match,
449,0920_576,0920   576,0920_576,902 576,Vas_576,,Crepis paludosa,Crepis paludosa,Crepis paludosa,,,vascular,spp,spp,,2.681158657,13.44219223,1334.285421,5,3,6,7,6,4,0,,Aste,Aste,Crepis paludosa,1.333333333,1.333333333,1.333333333,match,
450,0920_578,0920   578,,,,,Crepis vesicaria,,Crepis vesicaria,,,vascular,spp,spp,forb,4.077482061,15.68794521,858.1159198,,,8,5,7,7,0,,Aste,Aste,Crepis vesicaria,1,3,0,match,
7002,0920_580,0920   580,,,,,Crocosmia pottsii x aurea = C. x crocosmiiflora,,Crocosmia aurea x pottsii (C. x crocosmiiflora),,,vascular,hyb,hyb,,3.957970615,14.63752525,1128.744921,,,7,6,4,4,0,,Aspa,Irid,Crocosmia aurea x pottsii (C. x crocosmiiflora),NA,NA,NA,match,
453,0920_580,0920   580,,,,,Tritonia x crocosmiflora,,Crocosmia aurea x pottsii (C. x crocosmiiflora),,,vascular,hyb,hyb,forb,3.957970615,14.63752525,1128.744921,,,7,6,4,4,0,,Aspa,Irid,Crocosmia aurea x pottsii (C. x crocosmiiflora),NA,NA,NA,resolved,used NBN preferred
455,0920_875,0920   875,0920_875,902 875,Vas_875,,Cruciata laevipes,Cruciata laevipes,Cruciata laevipes,,,vascular,spp,spp,,3.247947154,15.18058943,891.502002,7,4,6,5,7,5,0,,Gent,Rubi,Cruciata laevipes,1.333333333,1.333333333,1.333333333,match,
456,0910_586,0910   586,0910_586,902 586,Vas_586,,Cryptogramma crispa,Cryptogramma crispa,Cryptogramma crispa,,,vascular,spp,spp,,1.847423313,12.85075665,1678.095936,4,3,7,5,2,3,0,,Poly,Adia,Cryptogramma crispa,NA,NA,NA,match,
3077,0920_589,0920   589,,,,,Cuscuta epithymum,,Cuscuta epithymum,,,vascular,spp,spp,,4.258257576,15.92223485,846.4876278,8,4,7,6,2,2,0,,Sola,Conv,Cuscuta epithymum,NA,NA,NA,match,
459,0920_596,0920   596,0920_596,902 596,Vas_596,,Cynoglossum officinale,Cynoglossum officinale,Cynoglossum officinale,,,vascular,spp,spp,,3.882513158,15.81246053,780.2316711,7,4,8,4,8,6,1,,Unpl,Bora,Cynoglossum officinale,2,2,0,match,
460,0920_597,0920   597,0920_597,902 597,Vas_597,,Cynosurus cristatus,Cynosurus cristatus,Cynosurus cristatus,cynos crist,,vascular,spp,spp,,3.541004875,14.46399512,1102.805696,7,3,7,5,6,4,0,,Poal,Poac,Cynosurus cristatus,0.675,2.65,0.675,match,
463,0910_603,0910   603,0910_603,902 603,Vas_603,,Cystopteris fragilis,Cystopteris fragilis,Cystopteris fragilis,,,vascular,spp,spp,,2.609755539,13.4723835,1360.889691,3,6,6,7,8,4,0,,Poly,Wood,Cystopteris fragilis,0.6,1.7,1.7,match,
3042,0920_1822,0920  1822,0920_1822,902 1822,Vas_1822,,Cytisus scoparius (g),Cytisus scoparius,Cytisus scoparius,,(g),vascular,spp,spp,,3.380126404,14.56138343,1084.847647,7,3,8,5,4,4,0,,Faba,Faba,Cytisus scoparius,2,0,2,match,
